Signature,Block Time,Human Time,Action,From,To,Amount,Flow,Value,Decimals,Token Address, Multiplier
2cFWoZ9yHsQ9qps7K3pKPEiabWRhn3sLfuQVAEowhCbhtYxYav2cPMWcpatJB63sxe8f8QMSVpzv6mNDR5zijqCA,1777011149,2026-04-24T06:12:29.000Z,TRANSFER,54Pz1e35z9uoFdnxtzjp7xZQoFiofqhdayQWBMN7dsuy,BFBd3NbuqPCzYwJ5Hh9qW9meLwgzPW2T6V3aZ2qxYFWD,150035192,in,12.85,9,SOL,1.0
32hPEi8YAyzFpZijE6fHgx38QcBbUsFF49CKgpEARBjnhgewXgkLLEff4KRWMt2pbP9RRfryBdrevF4hEQwd6RtC,1777011061,2026-04-24T06:11:01.000Z,TRANSFER,BFBd3NbuqPCzYwJ5Hh9qW9meLwgzPW2T6V3aZ2qxYFWD,4xDsmeTWPNjgSVSS1VTfzFq3iHZhp77ffPkAmkZkdu71,37060743883,out,2.5953,6,9Vb8mRM1xBajHAYFFDwHdi9iEGSYhogTD8fTecLFo6f9,1.0
4pnWkVfdD9i5rVUGSWp1zPMP9La4UtWS7h2fYRF5uoJzb2F5F2om52FNatLcEufwwSFha1ghArNababYgWEx7n7S,1777011020,2026-04-24T06:10:20.000Z,TRANSFER,BFBd3NbuqPCzYwJ5Hh9qW9meLwgzPW2T6V3aZ2qxYFWD,GGztQqQ6pCPaJQnNpXBgELr5cs3WwDakRbh1iEMzjgSJ,62774618416,out,4.6717,6,Dg5r6aevAV14uMZQueN8sKme3S2FPE3nJqXQKPnRRQED,1.0
42FbCj5dnm2EecjkqFRuMLfjErURceSreY7DHwNGSCrFZyirThcXDQ8M3LXwxG1hygANLLTBie1SG6aqBC5nbwAB,1777010960,2026-04-24T06:09:20.000Z,TRANSFER,BFBd3NbuqPCzYwJ5Hh9qW9meLwgzPW2T6V3aZ2qxYFWD,ARu4n5mFdZogZAravu7CcizaojWnS6oqka37gdLT5SZn,9090845321,out,5.809,6,CGQvKedhchZNqrUMVv5Ty5YBd9JfsUk3KPHGSZ7C7Yyv,1.0
3GBctc8GFRimq2d5MDYwNymTsdLyE8mUdDWXqQRMi7MLncHSp66DcK9LUcXjgd1Y3WxeYzg67jCyoBK267hRyME4,1777010913,2026-04-24T06:08:33.000Z,TRANSFER,BFBd3NbuqPCzYwJ5Hh9qW9meLwgzPW2T6V3aZ2qxYFWD,DttWaMuVvTiduZRnguLF7jNxTgiMBZ1hyAumKUiL2KRL,150000,out,0.01286,9,SOL,1.0
SVzktnwDGtdvpJqLWh5h4M2J32EpbeRppcfditVmiXCwtXT4Dkhch9EhFQUhmcPvYKzJT5uyP6xVGuheXsis6S8,1777010913,2026-04-24T06:08:33.000Z,TRANSFER,5Ud5WJzs5xF8tcESbB5GwiUiZyVbKdS135iDtbaY9Jfa,BFBd3NbuqPCzYwJ5Hh9qW9meLwgzPW2T6V3aZ2qxYFWD,37060743883,in,2.5711,6,9Vb8mRM1xBajHAYFFDwHdi9iEGSYhogTD8fTecLFo6f9,1.0
SVzktnwDGtdvpJqLWh5h4M2J32EpbeRppcfditVmiXCwtXT4Dkhch9EhFQUhmcPvYKzJT5uyP6xVGuheXsis6S8,1777010913,2026-04-24T06:08:33.000Z,TRANSFER,BFBd3NbuqPCzYwJ5Hh9qW9meLwgzPW2T6V3aZ2qxYFWD,5Ud5WJzs5xF8tcESbB5GwiUiZyVbKdS135iDtbaY9Jfa,30000000,out,2.5716,9,So11111111111111111111111111111111111111112,1.0
SVzktnwDGtdvpJqLWh5h4M2J32EpbeRppcfditVmiXCwtXT4Dkhch9EhFQUhmcPvYKzJT5uyP6xVGuheXsis6S8,1777010913,2026-04-24T06:08:33.000Z,TRANSFER,BFBd3NbuqPCzYwJ5Hh9qW9meLwgzPW2T6V3aZ2qxYFWD,cTG5oJLRujDcUnHhBfWYFnV2Fhkdj2bdsu8pvjxUbNY,30000000,out,2.5711,9,SOL,1.0
5J7hQFVDKS8ABjCAToBrQPhzYRpPm9rLjLw1YprxNBdzC7cAzBCx8htVukMT3bFtz9k3vEub5YunkKTgVPVXQagM,1777010905,2026-04-24T06:08:25.000Z,TRANSFER,BFBd3NbuqPCzYwJ5Hh9qW9meLwgzPW2T6V3aZ2qxYFWD,DttWaMuVvTiduZRnguLF7jNxTgiMBZ1hyAumKUiL2KRL,150000,out,0.01286,9,SOL,1.0
4ZMqtMcQdRoXJ4dKL2GVxyw89vvyHMYv8eoQ2iXJLaYn8tPjzHHNqUnfVWQKBLRA3BpymAQJyAGZkpXxNPLHbKL3,1777010905,2026-04-24T06:08:25.000Z,TRANSFER,9V6hF9szVMrws1WtzFHBcZusyBkpbvrGRjXQxoV61LHk,BFBd3NbuqPCzYwJ5Hh9qW9meLwgzPW2T6V3aZ2qxYFWD,62774618416,in,5.3692,6,Dg5r6aevAV14uMZQueN8sKme3S2FPE3nJqXQKPnRRQED,1.0
4ZMqtMcQdRoXJ4dKL2GVxyw89vvyHMYv8eoQ2iXJLaYn8tPjzHHNqUnfVWQKBLRA3BpymAQJyAGZkpXxNPLHbKL3,1777010905,2026-04-24T06:08:25.000Z,TRANSFER,BFBd3NbuqPCzYwJ5Hh9qW9meLwgzPW2T6V3aZ2qxYFWD,9V6hF9szVMrws1WtzFHBcZusyBkpbvrGRjXQxoV61LHk,60000000,out,5.142,9,So11111111111111111111111111111111111111112,1.0
4ZMqtMcQdRoXJ4dKL2GVxyw89vvyHMYv8eoQ2iXJLaYn8tPjzHHNqUnfVWQKBLRA3BpymAQJyAGZkpXxNPLHbKL3,1777010905,2026-04-24T06:08:25.000Z,TRANSFER,BFBd3NbuqPCzYwJ5Hh9qW9meLwgzPW2T6V3aZ2qxYFWD,cTG5oJLRujDcUnHhBfWYFnV2Fhkdj2bdsu8pvjxUbNY,60000000,out,5.1429,9,SOL,1.0
